Wall time,Step,Value
1681386118.1366444,0,0.6750448942184448
1681386118.7470715,100,0.8779174089431763
1681386119.2654452,200,0.8833034038543701
1681386119.7702875,300,0.888689398765564
1681386120.2392428,400,0.888689398765564
1681386120.6895874,500,0.8850987553596497
1681386121.2357495,600,0.8761220574378967
1681386121.73354,700,0.8850987553596497
1681386122.1859355,800,0.8707360625267029
