Wall time,Step,Value
1681386348.272016,0,0.6750448942184448
1681386353.8092213,100,0.7881507873535156
1681386359.38503,200,0.8527827858924866
1681386364.9217227,300,0.8797127604484558
1681386369.3690104,400,0.8761220574378967
1681386373.685051,500,0.8815080523490906
1681386378.0158854,600,0.8815080523490906
1681386382.3351917,700,0.8527827858924866
1681386386.6552045,800,0.8581687808036804
