Wall time,Step,Value
1681386031.0587804,0,0.6750448942184448
1681386031.5727558,100,0.874326765537262
1681386032.279997,200,0.8797127604484558
1681386032.902838,300,0.8815080523490906
1681386033.6048124,400,0.888689398765564
1681386034.1079996,500,0.8868940472602844
1681386034.7366476,600,0.8833034038543701
1681386035.2071013,700,0.8868940472602844
1681386035.676476,800,0.8635547757148743
