Wall time,Step,Value
1681385969.654971,0,0.6750448942184448
1681385971.7101877,100,0.8797127604484558
1681385973.849688,200,0.8779174089431763
1681385975.6407912,300,0.8779174089431763
1681385977.4064367,400,0.8725314140319824
1681385979.189298,500,0.8797127604484558
1681385980.9827068,600,0.8868940472602844
1681385982.708972,700,0.8689407706260681
1681385984.4943373,800,0.8689407706260681
