Wall time,Step,Value
1681385993.6559336,0,0.6732495427131653
1681385996.1043391,100,0.8671454191207886
1681385998.5484357,200,0.8761220574378967
1681386000.4314535,300,0.874326765537262
1681386002.2941544,400,0.8779174089431763
1681386004.1635554,500,0.8761220574378967
1681386005.96042,600,0.865350067615509
1681386007.7787726,700,0.8456014394760132
1681386009.682866,800,0.8438060879707336
