Wall time,Step,Value
1681386701.8915584,0,0.6499102115631104
1681386702.603965,100,0.8043087720870972
1681386703.1450984,200,0.8258528113365173
1681386703.7129323,300,0.8438060879707336
1681386704.2515357,400,0.8438060879707336
1681386704.8877673,500,0.850987434387207
1681386705.4518876,600,0.8563734292984009
1681386705.9677777,700,0.8617594242095947
1681386706.4633918,800,0.8581687808036804
