Wall time,Step,Value
1681386198.6538222,0,0.6750448942184448
1681386204.3552132,100,0.7881507873535156
1681386209.8857393,200,0.8527827858924866
1681386215.4552233,300,0.8779174089431763
1681386219.8320198,400,0.874326765537262
1681386224.1688714,500,0.8779174089431763
1681386228.4841151,600,0.8815080523490906
1681386232.8303382,700,0.850987434387207
1681386237.1961298,800,0.8545780777931213
